,make,model,year,engine_capacity,power,fuel_type,transmission,drive_mode,price,mileage
38127,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38128,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38129,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38130,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38131,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38132,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38133,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38134,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38135,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38136,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38137,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38138,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38139,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38140,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38141,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38142,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38143,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38144,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38145,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38146,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38147,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38148,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38149,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38150,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38151,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38152,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38153,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38154,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38155,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38156,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38157,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38158,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38159,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38160,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38161,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38162,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38163,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38164,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38165,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38166,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38167,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38168,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38169,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38170,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38171,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38172,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38173,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38174,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38175,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38176,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38177,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38178,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38179,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38180,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38181,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38182,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38183,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38184,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38185,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38186,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38187,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38188,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38189,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38190,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38191,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38192,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38193,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38194,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38195,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38196,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38197,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38198,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38199,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38200,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38201,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38202,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38203,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38204,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38205,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38206,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38207,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38208,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38209,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38210,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38211,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38212,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38213,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38214,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38215,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38216,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38217,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38218,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38219,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38220,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38221,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38222,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38223,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38224,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38225,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38226,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38227,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38228,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38229,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38230,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38231,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38232,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38233,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38234,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38235,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38236,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38237,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38238,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38239,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38240,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38241,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38242,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38243,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38244,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38245,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38246,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38247,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38248,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38249,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38250,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38251,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38252,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38253,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38254,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38255,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38256,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38257,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38258,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38259,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38260,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38261,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38262,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38263,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38264,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38265,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38266,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38267,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38268,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38269,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38270,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38271,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38272,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38273,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38274,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38275,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38276,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38277,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38278,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38279,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38280,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38281,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38282,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38283,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38284,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38285,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38286,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38287,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38288,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38289,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38290,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38291,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38292,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38293,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38294,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38295,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38296,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38297,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38298,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38299,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38300,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38301,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38302,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38303,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38304,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38305,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38306,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38307,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38308,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38309,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38310,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38311,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38312,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38313,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38314,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38315,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38316,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38317,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38318,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38319,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38320,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38321,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38322,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38323,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38324,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38325,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38326,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38327,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38328,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38329,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38330,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38331,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38332,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38333,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38334,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38335,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38336,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38337,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38338,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38339,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38340,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38341,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38342,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38343,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38344,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38345,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38346,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38347,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38348,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38349,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38350,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38351,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38352,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38353,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38354,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38355,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38356,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38357,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38358,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38359,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38360,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38361,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38362,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38363,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38364,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38365,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38366,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38367,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38368,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38369,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38370,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38371,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38372,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38373,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38374,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38375,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38376,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38377,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38378,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38379,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38380,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38381,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38382,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38383,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38384,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38385,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38386,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38387,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38388,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38389,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38390,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38391,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38392,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38393,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38394,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38395,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38396,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38397,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38398,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38399,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38400,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38401,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38402,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38403,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38404,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38405,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38406,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38407,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38408,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38409,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38410,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38411,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38412,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38413,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38414,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38415,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38416,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38417,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38418,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38419,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38420,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38421,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38422,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38423,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38424,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38425,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38426,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38427,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38428,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38429,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38430,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38431,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38432,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38433,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38434,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38435,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38436,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38437,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38438,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38439,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38440,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38441,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38442,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38443,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38444,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38445,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38446,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38447,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38448,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38449,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38450,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38451,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38452,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38453,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38454,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38455,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38456,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38457,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38458,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38459,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
